,SeriousDlqin2yrs,RevolvingUtilizationOfUnsecuredLines,age,NumberOfTime30-59DaysPastDueNotWorse,DebtRatio,MonthlyIncome,NumberOfOpenCreditLinesAndLoans,NumberOfTimes90DaysLate,NumberRealEstateLoansOrLines,NumberOfTime60-89DaysPastDueNotWorse,NumberOfDependents,income_missing,dependents_missing,has_delinquency_data_error,estimated_monthly_debt_payment,disposable_income_estimate,total_past_delinquencies
121416,0,0.9999999,28,0,0.288351369,3141.0,4,0,0,0,2.0,0,0,0,905.7116500290001,2235.2883499709997,0
121417,0,0.040639276,62,0,0.243894335,6018.0,8,0,2,0,0.0,0,0,0,1467.75610803,4550.24389197,0
121418,0,0.361149915,41,1,0.360055128,8706.0,12,0,1,0,2.0,0,0,0,3134.639944368,5571.360055632,1
121419,0,0.414028946,48,0,0.266164633,3850.0,7,0,0,0,0.0,0,0,0,1024.73383705,2825.26616295,0
121420,0,0.611466988,61,0,0.274710293,4400.0,7,0,0,0,1.0,0,0,0,1208.7252892,3191.2747108000003,0
121421,0,0.094162369,42,1,0.53175707,2156.0,20,0,1,0,3.0,0,0,0,1146.4682429200002,1009.5317570799998,1
121422,0,0.047295283,45,0,0.385058391,6250.0,20,0,1,0,0.0,0,0,0,2406.61494375,3843.38505625,0
121423,0,0.291253534,38,0,0.284709853,10666.0,7,0,1,0,2.0,0,0,0,3036.715292098,7629.284707901999,0
121424,0,0.057729659,67,0,0.764219577,3023.0,11,0,3,0,2.0,0,0,0,2310.2357812709997,712.7642187290003,0
121425,0,0.010860671,52,0,0.52064027,5934.0,13,0,2,0,0.0,0,0,0,3089.47936218,2844.52063782,0
121426,1,1.050794921,30,2,0.487225977,6066.0,8,0,2,3,0.0,0,0,0,2955.512776482,3110.487223518,5
121427,0,0.500307245,30,0,0.458270865,2000.0,6,0,0,0,0.0,0,0,0,916.54173,1083.45827,0
121428,0,0.070328645,87,0,5.0,5400.0,2,0,0,0,0.0,1,0,0,27000.0,-21600.0,0
121429,0,0.062025803,72,0,5.0,5400.0,4,0,1,0,0.0,1,1,0,27000.0,-21600.0,0
121430,0,0.062127734,74,0,0.663205711,4622.0,14,0,2,0,0.0,0,0,0,3065.336796242,1556.6632037579998,0
121431,1,0.9999999,58,2,0.011617953,8176.0,1,2,0,0,0.0,0,0,0,94.988383728,8081.011616272,4
121432,0,0.514684036,51,0,0.405937548,6500.0,6,0,1,0,1.0,0,0,0,2638.5940619999997,3861.4059380000003,0
121433,0,0.024244568,55,0,5.0,5400.0,7,0,2,0,0.0,1,1,0,27000.0,-21600.0,0
121434,0,0.362866319,45,0,0.745498199,3331.0,12,0,1,0,1.0,0,0,0,2483.254500869,847.7454991310001,0
121435,0,0.999257463,73,0,0.855211513,4585.0,11,0,2,0,1.0,0,0,0,3921.144787105,663.855212895,0
121436,0,0.080727951,50,0,0.744167444,7500.0,9,0,2,0,2.0,0,0,0,5581.25583,1918.74417,0
121437,0,0.000654989,58,0,0.429428429,6000.0,19,0,1,0,1.0,0,0,0,2576.570574,3423.429426,0
121438,0,0.0,22,0,0.0,864.0,2,0,0,0,0.0,0,0,0,0.0,864.0,0
121439,0,0.933851553,63,0,0.44100694,8500.0,9,0,1,0,1.0,0,0,0,3748.55899,4751.4410100000005,0
121440,0,0.004947514,67,0,5.0,5400.0,11,0,1,0,0.0,1,0,0,27000.0,-21600.0,0
121441,0,0.028096964,44,1,0.434213024,10533.0,9,0,1,0,3.0,0,0,0,4573.565781792,5959.434218208,1
121442,0,0.987061361,41,2,0.238583203,4488.0,7,0,0,0,1.0,0,0,0,1070.761415064,3417.238584936,2
121443,0,0.08056814,64,0,5.0,5400.0,3,0,1,0,0.0,1,0,0,27000.0,-21600.0,0
121444,0,0.919210772,37,1,0.557010236,4200.0,8,2,1,1,3.0,0,0,0,2339.4429912,1860.5570088,4
121445,0,0.039927783,49,0,2.901098901,1000.0,9,0,2,0,2.0,0,0,0,2901.0989010000003,-1901.0989010000003,0
121446,0,0.056994301,69,0,0.156120554,7000.0,7,0,1,0,0.0,0,0,0,1092.843878,5907.156122,0
121447,0,0.019777868,50,0,0.140952127,7498.0,9,0,2,0,1.0,0,0,0,1056.8590482460002,6441.140951754,0
121448,0,0.216854083,52,0,0.254262056,10264.0,7,0,1,0,2.0,0,0,0,2609.745742784,7654.254257216,0
121449,0,0.289110418,57,1,0.494043027,11666.0,17,0,2,1,2.0,0,0,0,5763.505952982,5902.494047018,2
121450,0,0.004591123,78,0,0.001263025,6333.0,8,0,0,0,0.0,0,0,0,7.9987373250000005,6325.001262675,0
121451,0,0.649717203,73,1,5.0,5400.0,8,0,1,0,0.0,1,0,0,27000.0,-21600.0,1
121452,1,1.301199467,30,1,0.424127972,4500.0,9,1,1,0,2.0,0,0,0,1908.575874,2591.424126,2
121453,0,0.043223397,73,0,5.0,5400.0,15,0,0,0,0.0,1,0,0,27000.0,-21600.0,0
121454,0,0.9999999,23,0,0.069936421,1100.0,1,0,0,0,0.0,0,0,0,76.9300631,1023.0699369,0
121455,0,0.064786907,52,0,5.0,5400.0,12,0,1,0,0.0,1,1,0,27000.0,-21600.0,0
121456,0,0.179742538,39,0,0.259397494,3750.0,13,0,0,0,2.0,0,0,0,972.7406025,2777.2593975,0
121457,0,0.416218583,55,0,0.208575621,18400.0,8,0,3,0,3.0,0,0,0,3837.7914263999996,14562.2085736,0
121458,0,0.079947423,57,0,0.330891656,15016.0,12,0,5,0,0.0,0,0,0,4968.669106496,10047.330893504,0
121459,0,0.9999999,46,0,5.0,5400.0,2,0,0,0,0.0,1,0,0,27000.0,-21600.0,0
121460,1,0.882193232,46,0,1.063873911,2410.0,16,0,2,0,0.0,0,0,0,2563.93612551,-153.93612550999978,0
121461,0,0.760566385,36,0,0.538208827,7000.0,15,0,1,0,1.0,0,0,0,3767.4617889999995,3232.5382110000005,0
121462,0,0.042068789,76,0,0.005053394,10487.0,8,0,0,0,0.0,0,0,0,52.994942878,10434.005057122,0
121463,0,0.158498804,45,0,0.335666333,7000.0,10,0,1,0,2.0,0,0,0,2349.664331,4650.335669,0
121464,0,0.0,28,0,0.0,2500.0,2,0,0,0,0.0,0,0,0,0.0,2500.0,0
121465,0,0.039435035,42,0,0.008032129,2240.0,2,0,0,0,0.0,0,0,0,17.99196896,2222.00803104,0
121466,0,0.036379564,48,0,0.313433731,16666.0,9,0,3,0,4.0,0,0,0,5223.686560846,11442.313439154,0
121467,0,0.027969448,60,0,0.415862358,4765.0,8,0,1,0,0.0,0,0,0,1981.58413587,2783.41586413,0
121468,1,0.155550617,61,2,0.156968606,5000.0,7,0,0,1,0.0,0,0,0,784.84303,4215.15697,3
121469,0,0.99260074,50,1,0.074446956,14600.0,4,0,0,0,3.0,0,0,0,1086.9255575999998,13513.0744424,1
121470,0,0.058894111,28,0,0.608695652,551.0,5,0,1,0,0.0,0,0,0,335.391304252,215.608695748,0
121471,0,0.170656892,49,0,0.37343776,6000.0,12,0,2,0,0.0,0,0,0,2240.62656,3759.37344,0
121472,0,0.394231188,65,0,0.658758837,6364.0,5,0,1,0,0.0,0,0,0,4192.341238668,2171.658761332,0
121473,0,0.9999999,43,0,0.0,1666.0,3,0,0,0,0.0,0,0,0,0.0,1666.0,0
121474,0,0.9999999,31,0,0.639040349,2750.0,6,0,1,0,1.0,0,0,0,1757.36095975,992.6390402500001,0
121475,0,0.068809556,56,0,5.0,5400.0,16,0,1,0,1.0,1,0,0,27000.0,-21600.0,0
121476,0,0.07379508,30,0,0.137965509,4000.0,6,0,0,0,0.0,0,0,0,551.862036,3448.137964,0
121477,1,0.9999999,22,0,0.132275132,1700.0,1,1,0,0,0.0,0,0,0,224.8677244,1475.1322756,1
121478,0,0.01559035,63,0,0.727915194,3678.0,11,0,2,0,1.0,0,0,0,2677.272083532,1000.7279164679999,0
121479,0,0.010828189,65,0,5.0,5400.0,8,0,2,0,0.0,1,0,0,27000.0,-21600.0,0
121480,0,0.565886823,49,0,0.653925316,3400.0,6,0,1,2,0.0,0,0,0,2223.3460744,1176.6539256,2
121481,0,0.9999999,30,0,0.171531387,2500.0,1,0,0,2,0.0,0,0,0,428.82846750000004,2071.1715325,2
121482,0,0.004224894,85,0,0.001428163,3500.0,6,0,0,0,0.0,0,0,0,4.9985705000000005,3495.0014295,0
121483,0,0.146065687,63,0,5.0,5400.0,1,0,0,0,0.0,1,0,0,27000.0,-21600.0,0
121484,0,0.021143753,43,1,0.534407717,8500.0,18,0,2,0,2.0,0,0,0,4542.4655945,3957.5344054999996,1
121485,0,0.18597183,61,0,0.120678948,4830.0,6,0,1,0,0.0,0,0,0,582.87931884,4247.1206811600005,0
121486,1,0.403112779,50,1,0.192387174,15000.0,13,0,2,0,1.0,0,0,0,2885.80761,12114.19239,1
121487,0,0.03172046,89,0,0.002205787,7706.0,4,0,0,0,0.0,0,0,0,16.997794621999997,7689.002205378,0
121488,0,1.02376191,46,5,0.575151732,2800.0,8,0,1,0,1.0,0,0,0,1610.4248496,1189.5751504,5
121489,0,0.9999999,59,0,5.0,5400.0,0,0,0,0,0.0,1,1,0,27000.0,-21600.0,0
121490,0,0.041067683,56,0,0.422578048,11178.0,12,0,4,0,1.0,0,0,0,4723.577420544,6454.422579456,0
121491,0,0.195478586,61,0,0.713190184,3911.0,20,0,2,0,1.0,0,0,0,2789.286809624,1121.713190376,0
121492,0,0.063354996,52,0,0.162602877,13000.0,14,0,1,0,3.0,0,0,0,2113.837401,10886.162599,0
121493,0,0.9999999,47,0,0.220885467,2077.0,6,0,0,0,0.0,0,0,0,458.779114959,1618.220885041,0
121494,0,0.979604079,33,0,0.473552686,2400.0,5,0,1,0,0.0,0,0,0,1136.5264464,1263.4735536,0
121495,0,0.766818235,42,0,0.710665259,2840.0,9,0,1,0,3.0,0,0,0,2018.28933556,821.7106644400001,0
121496,0,0.086210627,60,0,0.205291116,9600.0,8,0,2,0,0.0,0,0,0,1970.7947136,7629.2052864,0
121497,0,0.0,42,0,0.200470844,5521.0,6,0,1,0,2.0,0,0,0,1106.799529724,4414.2004702760005,0
121498,0,0.274100387,47,0,0.273037155,8800.0,16,0,1,0,1.0,0,0,0,2402.726964,6397.2730360000005,0
121499,0,0.01050999,77,0,0.0059042,10500.0,11,0,0,0,0.0,0,0,0,61.9941,10438.0059,0
121500,1,0.047519788,52,0,3.249566997,6350.0,16,0,12,0,0.0,0,0,0,20634.75043095,-14284.75043095,0
121501,0,0.390880992,40,0,0.535577404,6000.0,9,0,2,0,3.0,0,0,0,3213.464424,2786.535576,0
121502,0,0.034201937,62,0,0.03030303,3200.0,4,0,0,0,0.0,0,0,0,96.969696,3103.030304,0
121503,0,0.057396174,46,0,0.26769764,7500.0,7,1,1,0,1.0,0,0,0,2007.7323000000001,5492.2677,1
121504,0,0.0516591,37,1,0.456908618,5000.0,10,0,1,0,2.0,0,0,0,2284.54309,2715.45691,1
121505,0,0.039943481,37,0,0.452662009,4150.0,6,0,2,0,0.0,0,0,0,1878.54733735,2271.45266265,0
121506,0,0.708932742,44,0,1.224181029,7600.0,18,0,4,0,3.0,0,0,0,9303.7758204,-1703.7758204000002,0
121507,0,0.210344165,60,0,0.42619127,3000.0,8,0,1,0,0.0,0,0,0,1278.57381,1721.42619,0
121508,0,0.022843036,49,0,0.327668083,4000.0,5,0,1,0,0.0,0,0,0,1310.672332,2689.327668,0
121509,0,0.17362058,60,0,0.575932334,2600.0,9,0,2,0,0.0,0,0,0,1497.4240684,1102.5759316,0
121510,0,0.198416616,34,0,0.173235916,5200.0,7,0,0,0,0.0,0,0,0,900.8267632,4299.1732368,0
121511,0,0.644251864,29,0,5.0,5400.0,15,0,2,0,0.0,1,0,0,27000.0,-21600.0,0
121512,0,0.866491835,60,0,0.597638862,5166.0,10,0,0,0,0.0,0,0,0,3087.4023610920003,2078.5976389079997,0
121513,0,0.0,32,0,0.003731343,535.0,2,0,0,0,0.0,0,0,0,1.996268505,533.003731495,0
121514,0,0.248214796,35,0,0.691687808,6700.0,3,0,2,0,3.0,0,0,0,4634.3083136,2065.6916864000004,0
121515,0,0.9999999,63,0,5.0,5400.0,8,0,1,0,0.0,1,0,0,27000.0,-21600.0,0
121516,0,0.318547095,61,0,5.0,5400.0,17,0,2,0,3.0,1,0,0,27000.0,-21600.0,0
121517,0,0.009333228,44,1,0.609379094,3816.0,10,0,4,0,1.0,0,0,0,2325.390622704,1490.6093772959998,1
121518,0,0.9999999,80,0,0.40769779,4208.0,6,0,1,0,0.0,0,0,0,1715.59230032,2492.40769968,0
121519,0,0.231481341,42,0,5.0,1.0,9,0,1,0,3.0,0,0,0,5.0,-4.0,0
121520,0,0.9999999,83,0,0.001052078,1900.0,7,0,0,0,0.0,0,0,0,1.9989481999999998,1898.0010518,0
121521,0,0.9999999,36,0,0.544264679,5500.0,8,0,2,0,0.0,0,0,0,2993.4557345,2506.5442655,0
121522,0,0.01071927,64,0,0.253495983,3360.0,10,0,2,0,1.0,0,0,0,851.74650288,2508.2534971200002,0
121523,0,0.193668662,54,0,3.625468165,800.0,11,0,1,0,0.0,0,0,0,2900.374532,-2100.374532,0
121524,0,0.204434635,35,0,0.341182365,11975.0,16,0,3,0,0.0,0,0,0,4085.658820875,7889.341179125,0
121525,0,0.003842536,50,0,0.375046142,5417.0,26,0,1,0,3.0,0,0,0,2031.6249512140002,3385.3750487859998,0
121526,0,0.525532609,46,0,0.815265255,4768.0,11,0,1,0,0.0,0,0,0,3887.18473584,880.81526416,0
121527,0,0.005142647,37,0,0.776444711,5000.0,9,1,2,0,0.0,0,0,0,3882.223555,1117.776445,1
121528,0,0.027060461,73,0,0.925339367,883.0,8,0,1,0,0.0,0,0,0,817.0746610609999,65.92533893900008,0
121529,0,0.731280181,56,0,0.471727708,12750.0,23,0,2,0,0.0,0,0,0,6014.528277,6735.471723,0
121530,0,0.200078643,71,0,1.011993603,3751.0,21,0,2,0,0.0,0,0,0,3795.9880048530003,-44.98800485300035,0
121531,0,0.000530044,68,1,5.0,5400.0,9,0,0,0,0.0,1,0,0,27000.0,-21600.0,1
121532,0,0.9999999,47,0,0.0,10548.0,5,0,0,0,1.0,0,0,0,0.0,10548.0,0
121533,0,0.058660149,23,0,0.059100265,3400.0,5,0,0,0,0.0,0,0,0,200.940901,3199.059099,0
121534,0,0.015815728,73,0,0.007996801,2500.0,5,0,0,0,0.0,0,0,0,19.992002499999998,2480.0079975,0
121535,0,0.028359433,67,0,0.013662113,3000.0,4,0,0,0,0.0,0,0,0,40.986339,2959.013661,0
121536,0,0.0,51,1,0.085760811,5526.0,5,0,0,0,3.0,0,0,0,473.91424158600006,5052.085758414,1
121537,0,0.771048022,70,0,0.176788124,6668.0,9,2,0,1,0.0,0,0,0,1178.8232108319999,5489.176789168,3
121538,0,0.072740665,66,1,5.0,5400.0,8,0,2,0,0.0,1,0,0,27000.0,-21600.0,1
121539,0,0.309508282,55,0,0.191726034,8000.0,5,0,1,0,3.0,0,0,0,1533.808272,6466.191728,0
121540,0,0.799606291,58,0,0.770654782,5833.0,10,0,1,0,0.0,0,0,0,4495.229343406,1337.7706565939998,0
121541,0,0.246537779,74,2,0.315446448,4602.0,15,0,0,0,0.0,0,0,0,1451.684553696,3150.315446304,2
121542,0,0.006013618,68,0,0.505208333,1343.0,6,0,1,0,1.0,0,0,0,678.494791219,664.505208781,0
121543,0,0.017213801,59,0,5.0,0.0,14,0,4,0,0.0,0,0,0,0.0,0.0,0
121544,0,0.906505194,42,0,0.379628183,6400.0,7,0,2,0,0.0,0,0,0,2429.6203712,3970.3796288,0
121545,0,0.090881803,62,0,5.0,5400.0,17,0,2,0,0.0,1,0,0,27000.0,-21600.0,0
121546,0,0.639662465,45,0,1.16735944,4570.0,20,0,2,0,2.0,0,0,0,5334.8326408,-764.8326408000003,0
121547,0,0.532479076,38,1,0.202495746,3525.0,3,0,0,0,0.0,0,0,0,713.7975046500001,2811.20249535,1
121548,0,0.810038768,29,0,0.248505551,2341.0,4,0,0,0,0.0,0,0,0,581.751494891,1759.248505109,0
121549,0,0.0,27,0,0.288570477,3000.0,8,0,0,0,0.0,0,0,0,865.711431,2134.2885690000003,0
121550,0,0.034170942,43,0,0.329971182,5551.0,8,0,1,0,3.0,0,0,0,1831.6700312819999,3719.329968718,0
121551,0,0.29404615,60,0,0.240708224,6833.0,10,0,1,0,1.0,0,0,0,1644.759294592,5188.2407054079995,0
121552,0,0.130460278,47,0,0.414455689,14623.0,13,0,1,0,2.0,0,0,0,6060.585540247001,8562.414459753,0
121553,0,0.631915745,45,0,0.749041826,6000.0,6,0,4,0,3.0,0,0,0,4494.250956,1505.7490440000001,0
121554,0,0.082327774,65,0,0.192709754,11000.0,12,0,2,0,0.0,0,0,0,2119.807294,8880.192706,0
121555,0,0.543618762,36,0,5.0,5400.0,13,0,1,0,0.0,1,0,0,27000.0,-21600.0,0
121556,0,0.1029212,55,0,0.428742834,7500.0,16,0,1,0,1.0,0,0,0,3215.5712550000003,4284.428744999999,0
121557,0,0.109701411,68,0,0.059982862,3500.0,5,0,0,0,1.0,0,0,0,209.94001699999998,3290.059983,0
121558,0,0.001272669,88,0,0.0,4100.0,2,0,0,0,0.0,0,0,0,0.0,4100.0,0
121559,0,0.24770484,44,0,0.531595859,2800.0,15,0,1,0,0.0,0,0,0,1488.4684051999998,1311.5315948000002,0
121560,0,0.067418552,26,0,1.261904762,83.0,8,0,0,0,0.0,0,0,0,104.73809524599999,-21.738095245999986,0
121561,0,0.014061516,76,0,0.003428327,9333.0,3,0,0,0,0.0,0,0,0,31.996575891000003,9301.003424109,0
121562,0,1.26984127,68,1,0.66347848,3972.0,7,0,1,0,0.0,0,0,0,2635.33652256,1336.66347744,1
121563,0,0.02690323,47,0,0.471805853,1400.0,4,0,0,0,2.0,0,0,0,660.5281942,739.4718058,0
121564,0,0.029648518,68,0,5.0,5400.0,1,0,0,0,0.0,1,0,0,27000.0,-21600.0,0
121565,0,0.684299006,71,0,0.591900702,7975.0,8,0,2,1,1.0,0,0,0,4720.40809845,3254.5919015500003,1
121566,0,0.091943455,49,0,0.414500684,4385.0,10,0,1,0,2.0,0,0,0,1817.58549934,2567.41450066,0
121567,0,0.171994708,69,1,0.522139413,2280.0,13,0,1,0,0.0,0,0,0,1190.47786164,1089.52213836,1
121568,0,0.0,33,0,5.0,5400.0,6,0,1,0,0.0,1,0,0,27000.0,-21600.0,0
121569,0,0.153042348,57,0,5.0,5400.0,4,0,2,0,0.0,1,0,0,27000.0,-21600.0,0
121570,0,0.0,25,0,0.578420467,898.0,3,0,0,0,0.0,0,0,0,519.4215793660001,378.57842063399994,0
121571,0,0.327111168,62,0,0.551778317,7000.0,22,0,1,0,0.0,0,0,0,3862.4482190000003,3137.5517809999997,0
121572,0,0.031055143,70,0,5.0,5400.0,9,0,2,0,0.0,1,0,0,27000.0,-21600.0,0
121573,0,1.389805097,44,5,5.0,5400.0,2,3,0,1,0.0,1,0,0,27000.0,-21600.0,9
121574,0,0.042289717,46,0,4.541391722,3333.0,15,0,8,0,2.0,0,0,0,15136.458609426001,-11803.458609426001,0
121575,0,0.0,26,0,5.0,5400.0,6,0,0,0,0.0,1,0,0,27000.0,-21600.0,0
121576,0,0.589570033,28,0,0.136144326,4766.0,4,0,0,0,0.0,0,0,0,648.8638577160001,4117.136142284,0
121577,0,0.038931811,59,0,0.004666222,10500.0,11,0,0,0,0.0,0,0,0,48.995331,10451.004669,0
121578,0,0.009775605,47,0,0.004032655,10166.0,3,0,0,0,0.0,0,0,0,40.995970729999996,10125.00402927,0
121579,0,1.053993251,46,0,0.463215259,1100.0,10,0,0,0,0.0,0,0,0,509.5367849,590.4632151000001,0
121580,0,0.061746141,61,0,0.300440827,2948.0,8,0,0,0,2.0,0,0,0,885.6995579960001,2062.3004420039997,0
121581,0,0.835110108,54,0,5.0,5400.0,15,0,1,0,0.0,1,0,0,27000.0,-21600.0,0
121582,0,0.9999999,29,1,0.056307526,1846.0,2,0,0,0,0.0,0,0,0,103.943692996,1742.056307004,1
121583,0,0.93235432,36,1,0.416373953,3700.0,4,0,0,1,3.0,0,0,0,1540.5836261000002,2159.4163738999996,2
121584,0,0.285742024,75,0,0.960485599,4200.0,10,0,1,0,0.0,0,0,0,4034.0395157999997,165.96048420000034,0
121585,0,2.0,37,1,0.250828477,8750.0,9,0,2,0,1.0,0,0,0,2194.74917375,6555.25082625,1
121586,0,1.026915965,51,2,0.373186985,2550.0,6,0,0,0,1.0,0,0,0,951.6268117500001,1598.3731882499999,2
121587,0,0.497839494,59,0,0.467166417,3334.0,7,0,0,0,0.0,0,0,0,1557.532834278,1776.467165722,0
121588,0,0.224193952,28,0,0.130009896,8083.0,6,0,0,0,1.0,0,0,0,1050.869989368,7032.1300106319995,0
121589,0,0.89967366,37,0,0.498214865,6161.0,10,0,3,0,3.0,0,0,0,3069.501783265,3091.498216735,0
121590,0,0.008166472,49,0,0.382245642,7400.0,9,0,2,0,1.0,0,0,0,2828.6177508,4571.3822492,0
121591,0,0.9999999,27,0,5.0,5400.0,1,0,0,0,0.0,1,1,0,27000.0,-21600.0,0
121592,0,0.0,56,0,0.60420405,3900.0,4,0,2,0,0.0,0,0,0,2356.395795,1543.604205,0
121593,0,0.0,54,0,0.070332024,2800.0,5,0,0,0,1.0,0,0,0,196.9296672,2603.0703328,0
121594,0,0.204124695,46,0,5.0,5400.0,5,0,0,0,2.0,1,0,0,27000.0,-21600.0,0
121595,0,0.0,70,0,0.0,2300.0,2,0,0,0,0.0,0,0,0,0.0,2300.0,0
121596,0,0.006520899,32,1,5.0,5400.0,10,0,0,0,0.0,1,0,0,27000.0,-21600.0,1
121597,0,0.00367322,90,0,1.0,5400.0,3,0,0,0,0.0,1,1,0,5400.0,0.0,0
121598,0,0.24975025,68,0,5.0,5400.0,3,0,1,0,0.0,1,0,0,27000.0,-21600.0,0
121599,0,0.044473069,73,0,0.870625875,5000.0,10,0,4,0,0.0,0,0,0,4353.1293749999995,646.8706250000005,0
121600,0,0.9999999,35,0,0.417310665,1940.0,5,0,1,0,0.0,0,0,0,809.5826901,1130.4173099,0
121601,1,0.9999999,53,0,0.069331668,3201.0,2,0,0,0,0.0,0,0,0,221.930669268,2979.069330732,0
121602,0,0.014082323,75,0,0.148885111,10000.0,6,0,1,0,0.0,0,0,0,1488.8511099999998,8511.14889,0
121603,1,0.006753403,52,0,0.259657143,8749.0,15,0,1,0,0.0,0,0,0,2271.7403441069996,6477.259655893,0
121604,1,0.060840786,57,2,0.090370832,6417.0,7,0,0,0,0.0,0,0,0,579.909628944,5837.090371056,2
121605,0,0.009999301,42,0,5.0,5400.0,2,0,1,0,0.0,1,0,0,27000.0,-21600.0,0
121606,0,0.18213617,72,0,0.771584368,3300.0,24,0,3,0,0.0,0,0,0,2546.2284144,753.7715856,0
121607,0,0.039147423,61,0,0.210541351,7000.0,6,0,2,0,0.0,0,0,0,1473.7894569999999,5526.210543,0
121608,1,0.35711944,71,0,2.768007271,4400.0,13,0,8,0,0.0,0,0,0,12179.2319924,-7779.2319924,0
121609,0,0.487266553,36,0,0.440243512,3120.0,7,0,0,0,0.0,0,0,0,1373.55975744,1746.44024256,0
121610,0,0.18227216,29,0,0.001371272,2916.0,2,0,0,0,0.0,0,0,0,3.998629152,2912.001370848,0
121611,0,0.9999999,70,0,0.001279898,12500.0,0,0,0,0,0.0,0,0,0,15.998725,12484.001275,0
121612,0,0.142795354,58,0,0.326753113,15500.0,13,0,3,0,0.0,0,0,0,5064.673251499999,10435.3267485,0
121613,1,0.181936428,37,0,0.326243069,11000.0,9,0,1,0,5.0,0,0,0,3588.673759,7411.326241000001,0
121614,0,0.149702213,47,0,1.11993337,1800.0,16,0,1,0,0.0,0,0,0,2015.8800660000002,-215.88006600000017,0
121615,0,0.559417109,61,0,0.450404698,6300.0,8,0,2,0,1.0,0,0,0,2837.5495974,3462.4504026,0
121616,0,0.00226045,67,0,0.120683024,13000.0,9,0,1,0,1.0,0,0,0,1568.879312,11431.120687999999,0
121617,0,0.100289904,66,0,0.330353863,8166.0,8,0,1,0,0.0,0,0,0,2697.6696452580004,5468.330354742,0
121618,0,0.646329092,58,0,0.234326824,11675.0,6,0,1,0,2.0,0,0,0,2735.7656702,8939.2343298,0
121619,0,0.294354259,39,0,0.249680248,10945.0,12,0,1,0,2.0,0,0,0,2732.7503143599997,8212.24968564,0
121620,0,0.621662724,47,0,0.276597636,11250.0,11,0,2,0,0.0,0,0,0,3111.7234049999997,8138.276595,0
121621,0,0.002868346,69,0,0.000922793,3250.0,6,0,0,0,0.0,0,0,0,2.99907725,3247.00092275,0
121622,0,0.845722157,62,0,0.362941908,5628.0,7,0,1,0,0.0,0,0,0,2042.637058224,3585.3629417760003,0
121623,0,0.633975616,64,0,0.438869666,5201.0,6,0,2,0,0.0,0,0,0,2282.5611328659998,2918.4388671340002,0
121624,0,0.751781027,53,3,0.42239508,5527.0,6,0,1,2,0.0,0,0,0,2334.57760716,3192.42239284,5
121625,0,0.0,87,0,0.005497251,2000.0,2,0,0,0,0.0,0,0,0,10.994501999999999,1989.005498,0
121626,0,0.9999999,42,0,0.308685037,8600.0,2,0,1,0,2.0,0,0,0,2654.6913182,5945.3086818,0
121627,0,0.007576989,66,0,0.182703545,7700.0,10,0,1,0,0.0,0,0,0,1406.8172964999999,6293.182703500001,0
121628,0,0.772681405,51,0,0.364892679,3400.0,6,0,1,1,1.0,0,0,0,1240.6351086,2159.3648914,1
121629,0,0.002549873,74,0,1.0,5400.0,1,0,0,0,0.0,1,0,0,5400.0,0.0,0
121630,0,0.921963138,47,0,1.088439672,3165.0,9,0,1,0,3.0,0,0,0,3444.91156188,-279.91156188000014,0
121631,0,0.0,91,0,0.0,5400.0,5,0,0,1,0.0,1,0,0,0.0,5400.0,1
121632,0,0.370544262,81,0,5.0,5400.0,22,0,0,0,0.0,1,0,0,27000.0,-21600.0,0
121633,0,0.013984962,56,0,0.577078289,3716.0,13,0,2,0,1.0,0,0,0,2144.422921924,1571.577078076,0
121634,0,0.06596179,47,0,0.376135472,8916.0,10,0,2,0,2.0,0,0,0,3353.623868352,5562.3761316479995,0
121635,0,0.05810561,60,0,0.243589744,3899.0,9,0,1,0,0.0,0,0,0,949.756411856,2949.243588144,0
121636,0,0.08239588,40,0,1.1227509,2500.0,6,0,1,0,2.0,0,0,0,2806.87725,-306.87725,0
121637,0,0.012047126,44,0,0.147385261,10000.0,15,0,1,0,3.0,0,0,0,1473.85261,8526.14739,0
121638,0,0.060791732,64,0,0.139513218,8586.0,8,0,1,0,0.0,0,0,0,1197.860489748,7388.139510252,0
121639,0,0.121838396,43,0,0.537292541,5000.0,10,0,1,0,2.0,0,0,0,2686.462705,2313.537295,0
121640,0,0.043623182,66,0,0.28892261,6589.0,8,0,0,0,1.0,0,0,0,1903.71107729,4685.28892271,0
121641,0,0.073934913,35,0,5.0,5400.0,5,0,0,0,0.0,1,0,0,27000.0,-21600.0,0
121642,0,0.169460839,50,0,0.161451308,7413.0,12,0,1,0,3.0,0,0,0,1196.8385462039998,6216.161453796,0
121643,0,0.9635801,27,0,5.0,5400.0,1,0,0,1,0.0,1,0,0,27000.0,-21600.0,1
121644,0,0.132933964,60,0,0.229852969,5372.0,8,0,1,0,2.0,0,0,0,1234.770149468,4137.229850532,0
121645,0,0.970205959,48,0,0.824867846,4350.0,6,0,2,0,1.0,0,0,0,3588.1751301,761.8248699000001,0
121646,0,0.053983444,42,0,5.0,5400.0,35,0,1,0,2.0,1,0,0,27000.0,-21600.0,0
121647,0,1.174362509,43,2,0.121796037,5500.0,4,1,0,0,1.0,0,0,0,669.8782034999999,4830.1217965,3
121648,0,0.000823481,44,0,0.091761791,11300.0,4,0,1,0,2.0,0,0,0,1036.9082383,10263.0917617,0
